ScheduleTime,Airline,FlightNumber,Destination,AircraftType,FlightType,Sector,SeatCapacity,LoadFactor
2022-03-08 11:10:00,GQ,1094,CYT,7M8,J,US,151,0.5349947445074302
2022-03-08 12:30:00,DO,973,YYJ,32N,J,CA,180,0.23105109656578615
2022-03-08 12:15:00,DO,764,AIY,32N,J,US,180,0.3293552804694008
2022-03-08 12:15:00,IA,876,DEN,73H,J,US,186,0.5414441154761869
2022-03-08 11:50:00,DO,985,YXC,CR9,J,CA,90,0.24277571096836612
2022-03-08 12:45:00,JZ,822,YHM,320,J,CA,174,0.533610345337441
2022-03-08 13:25:00,DO,1095,PTL,CR9,J,US,90,0.2677673488510885
2022-03-08 12:45:00,DO,1415,DAB,CR9,J,US,90,0.2677673488510885
2022-03-08 12:35:00,VW,771,YYZ,321,J,CA,220,0.5418563440753033
2022-03-08 13:50:00,CL,711,YQR,7M8,J,CA,197,0.5275809050400684
2022-03-08 13:45:00,MC,753,YXH,32N,J,CA,174,0.53054434791047
2022-03-08 13:00:00,SV,1724,YAD,73H,J,CA,186,0.507091869888977
2022-03-08 13:00:00,UK,1313,YXX,319,J,CA,131,0.5418023494666565
2022-03-08 13:35:00,CN,514,EST,AT7,J,US,72,0.5203179886266753
2022-03-08 14:05:00,DO,1456,AUM,32N,J,US,180,0.3293552804694008
2022-03-08 13:45:00,IA,876,DEN,E90,J,US,100,0.5788383993442814
2022-03-08 14:35:00,FP,550,DXB,77W,J,AE,428,0.40601226280776775
2022-03-08 14:35:00,DO,905,CKE,CR9,J,US,90,0.2782885918501721
2022-03-08 15:30:00,VW,772,YYZ,32N,J,CA,180,0.5496127355661576
2022-03-08 15:05:00,CL,2961,YQU,73H,J,CA,189,0.5203118648193891
2022-03-08 14:30:00,CL,3779,YWG,73H,J,CA,189,0.5231329860720731
2022-03-08 16:10:00,DO,1028,YFI,32N,J,CA,180,0.33696030731880183
2022-03-08 15:55:00,MD,2043,BXS,320,J,US,180,0.5344157847938212
2022-03-08 14:45:00,ZL,1743,DFW,320,J,US,180,0.5341772792428239
2022-03-08 16:50:00,DO,1385,YXX,32N,J,CA,180,0.3311812035950724
2022-03-08 15:40:00,CN,515,EST,AT4,J,US,46,0.5684387470787865
2022-03-08 16:20:00,SV,1530,CKE,73H,J,US,186,0.45324189462756803
2022-03-08 17:30:00,IR,1138,YXU,320,J,CA,180,0.6180978122880144
2022-03-08 16:50:00,SV,1570,YYJ,73H,J,CA,186,0.36705872739864515
2022-03-08 16:40:00,DO,905,CKE,CR9,J,US,90,0.2848142083637485
2022-03-08 17:40:00,DO,729,LAS,321,J,US,200,0.2908124312151716
2022-03-08 17:20:00,CN,516,EST,AT7,J,US,72,0.5289677872356517
2022-03-08 16:45:00,DO,2915,AMN,32N,C,US,180,0.47759407951300065
2022-03-08 17:35:00,LJ,1386,LAS,320,J,US,180,0.5230506568723158
2022-03-08 17:25:00,DO,717,YLL,CR9,J,CA,90,0.28575293414418373
2022-03-08 18:15:00,SV,1672,YEG,73H,J,CA,186,0.518523821507187
2022-03-08 17:35:00,NU,536,UTM,AT7,J,US,48,0.49711346110581994
2022-03-08 18:25:00,DO,1045,YVR,32N,J,CA,180,0.3319932920576271
2022-03-08 17:25:00,CN,556,CKE,AT7,J,US,68,0.5033555716045013
2022-03-08 19:05:00,CN,516,EST,AT4,J,US,46,0.565670320519961
2022-03-08 19:00:00,UK,1314,YXX,319,J,CA,131,0.5408511361761777
2022-03-08 18:45:00,DO,1002,YYZ,32N,J,CA,180,0.3340469366247444
2022-03-08 18:55:00,IA,878,DEN,E90,J,US,100,0.5785213272469827
2022-03-08 19:20:00,DO,976,YYJ,32N,J,CA,180,0.22797599758537124
2022-03-08 19:00:00,JZ,820,YHM,32B,J,CA,209,0.5264116008252346
2022-03-08 20:05:00,ML,654,YKF,E70,J,CA,76,0.5166789744249632
2022-03-08 20:10:00,KU,924,YZF,32A,J,CA,180,0.5349793834098153
2022-03-08 19:30:00,NH,602,MSP,320,J,US,174,0.5339758613774062
2022-03-08 20:15:00,CL,3466,YYT,73H,J,CA,189,0.5224404140358343
2022-03-08 20:05:00,BJ,3582,ZSW,32A,J,CA,180,0.5328538800927762
2022-03-08 20:50:00,LJ,1776,YLW,320,J,CA,186,0.515263509938142
2022-03-08 20:05:00,DO,1460,YKK,CR9,J,CA,90,0.2557723491229937
2022-03-08 21:35:00,DO,709,ZSW,CR9,J,CA,90,0.24480360381163474
2022-03-08 21:05:00,CN,529,ONL,AT7,J,US,68,0.5114502634872892
2022-03-08 20:30:00,DO,648,YXE,32N,J,CA,180,0.28300984624979086
2022-03-08 21:15:00,LJ,3154,DEN,320,J,US,186,0.5211578688454525
2022-03-08 21:15:00,LJ,2396,YKA,320,J,CA,180,0.5088708676711196
2022-03-08 22:05:00,CL,1496,ICL,7M8,J,US,197,0.5294005004458852
2022-03-08 22:25:00,CL,1392,YQL,73H,J,CA,189,0.5234104699419833
2022-03-08 22:05:00,DO,976,YYJ,32N,J,CA,180,0.1390874214964427
2022-03-08 23:45:00,DO,1414,DAB,CR9,J,US,90,0.1701376498144979
2022-03-09 06:50:00,UK,1315,YXX,319,J,CA,131,0.5580850127084256
2022-03-09 06:35:00,DO,2567,YXU,32N,J,CA,180,0.5845676124286178
2022-03-09 05:55:00,UK,777,YVR,32N,J,CA,172,0.5544010005029057
2022-03-09 06:20:00,VW,770,YYZ,32Q,J,CA,220,0.5393299863906486
2022-03-09 06:35:00,SV,1723,YXU,73H,J,CA,186,0.6416340288384544
2022-03-09 07:40:00,DO,651,YXC,32N,J,CA,180,0.21136608362276896
2022-03-09 07:10:00,SV,1527,CKE,73H,J,US,186,0.4562181828416349
2022-03-09 08:05:00,CN,510,EST,AT4,J,US,46,0.5436703504722596
2022-03-09 08:00:00,DO,667,YYZ,32N,J,CA,180,0.33337714096997195
2022-03-09 07:45:00,DO,972,YYJ,32N,J,CA,180,0.2265813169682317
2022-03-09 07:30:00,DO,987,YXC,32N,J,CA,180,0.21136608362276896
2022-03-09 07:25:00,DO,1123,OFF,CR9,J,US,90,0.2694814077242046
2022-03-09 08:45:00,CN,551,CKE,AT7,J,US,68,0.48786675761802845
2022-03-09 07:25:00,NU,534,UTM,AT7,J,US,48,0.47005332667853056
2022-03-09 09:05:00,DO,704,YQQ,CR9,J,CA,90,0.2826284277592782
2022-03-09 07:40:00,CN,511,EST,AT7,J,US,72,0.5031209276255745
2022-03-09 08:50:00,WN,743,CRW,788,C,US,300,0.41012241746699407
2022-03-09 08:30:00,DO,679,YWG,32N,J,CA,180,0.33105841615652565
2022-03-09 09:15:00,DO,688,YLW,321,J,CA,200,0.3110734810689566
2022-03-09 08:40:00,JZ,817,YHM,32B,J,CA,209,0.5230283443207935
2022-03-09 08:50:00,BJ,3581,ZSW,32A,J,CA,180,0.5305070390775797
2022-03-09 09:55:00,DO,902,CKE,32N,J,US,180,0.3034593675788446
2022-03-09 08:30:00,LW,555,RNH,32Q,C,US,221,0.5092038950058122
2022-03-09 09:15:00,LJ,3140,DEN,319,J,US,156,0.5385596454464069
2022-03-09 09:30:00,DO,644,YXE,CR9,J,CA,90,0.2826284277592782
2022-03-09 09:30:00,PW,1083,YLW,223,J,CA,148,0.593110143586963
2022-03-09 10:20:00,IA,875,DEN,73H,J,US,186,0.5490083219409851
2022-03-09 10:20:00,CL,635,BWI,73H,J,US,189,0.52828569369512
2022-03-09 09:35:00,DO,679,YQR,32N,J,CA,180,0.33205899762066887
2022-03-09 11:20:00,CN,525,ONL,AT7,J,US,72,0.5207992961794078
2022-03-09 10:30:00,PU,857,ASE,738,J,US,189,0.5318642044870935
2022-03-09 10:45:00,GQ,1094,CYT,321,J,US,180,0.5368050821010779
2022-03-09 11:15:00,CL,1849,YXU,73H,J,CA,189,0.6341010261717436
2022-03-09 11:25:00,DO,986,YXC,32N,J,CA,180,0.212359549091206
2022-03-09 11:30:00,CL,3040,FTL,73H,J,US,189,0.5284552501556725
2022-03-09 11:45:00,SV,1730,RNH,73H,J,US,186,0.5115495760225146
2022-03-09 12:25:00,DO,915,KWT,AT7,J,US,70,0.23737934871380936
2022-03-09 12:25:00,DO,803,EWR,333,J,US,266,0.13012532623123302
2022-03-09 11:45:00,SH,617,SIN,359,J,SG,253,0.18811182892547124
2022-03-09 12:25:00,DO,810,BOW,359,J,US,300,0.12017902128376072
2022-03-09 12:50:00,DO,682,DEN,32N,J,US,180,0.3344899215841174
2022-03-09 13:35:00,DO,1415,DAB,CR9,J,US,90,0.26854055504784713
2022-03-09 12:50:00,DO,1051,HDE,CR9,J,US,90,0.26854055504784713
2022-03-09 12:45:00,MC,753,YXH,320,J,CA,174,0.5361358960440453
2022-03-09 13:50:00,DO,1070,YHM,32N,J,CA,180,0.331771039670832
2022-03-09 14:05:00,UK,1313,YXX,319,J,CA,131,0.5439310210306185
2022-03-09 12:55:00,CN,514,EST,AT7,J,US,72,0.5306004354140077
2022-03-09 13:15:00,DO,1124,OFF,32N,J,US,180,0.3304405119333185
2022-03-09 14:00:00,DO,1040,ZSW,CR9,J,CA,90,0.2828441240057819
2022-03-09 14:25:00,SV,1529,CKE,73H,J,US,186,0.4615659152594488
2022-03-09 14:45:00,UK,776,YVR,32A,J,CA,172,0.5346364054957128
2022-03-09 15:40:00,DO,668,YYZ,32N,J,CA,180,0.3348365588530637
2022-03-09 15:25:00,VW,772,YYZ,319,J,CA,143,0.5604084858193229
2022-03-09 14:40:00,NU,535,UTM,AT7,J,US,48,0.4995931005933148
2022-03-09 14:40:00,DO,1016,DEN,32N,J,US,180,0.3344899215841174
2022-03-09 16:25:00,ZL,1743,DFW,320,J,US,180,0.5371958810954861
2022-03-09 15:05:00,DO,814,ORD,333,J,US,262,0.12706977240080608
2022-03-09 16:45:00,IR,1121,GWV,320,J,US,180,0.5375455892524625
2022-03-09 15:35:00,DO,1385,YXX,32N,J,CA,180,0.3315387553050615
2022-03-09 15:20:00,BJ,1903,YHZ,319,J,CA,150,0.5355309951195603
2022-03-09 17:00:00,DO,1417,YKF,32N,J,CA,180,0.3328396010579017
2022-03-09 16:35:00,EM,770,PTL,223,J,US,145,0.538538299809513
2022-03-09 17:40:00,CL,701,YBR,73H,J,CA,189,0.5265298177979587
2022-03-09 17:05:00,SV,1570,YYJ,73H,J,CA,186,0.3707355909819689
2022-03-09 16:10:00,DO,905,CKE,CR9,J,US,90,0.2879970438701565
2022-03-09 17:20:00,DO,969,YYJ,32N,J,CA,180,0.23225909092222072
2022-03-09 17:05:00,DO,686,YLW,321,J,CA,200,0.3087385460441484
2022-03-09 17:05:00,CN,516,EST,AT7,J,US,72,0.5408760488605578
2022-03-09 18:10:00,IA,877,DEN,73H,J,US,186,0.5481795886737123
2022-03-09 18:15:00,SV,1530,CKE,73H,J,US,186,0.46119602733681
2022-03-09 18:25:00,CL,2475,AIV,73H,J,US,189,0.5283446948341137
2022-03-09 17:40:00,GQ,1095,CYT,7M9,J,US,169,0.5379450836967232
2022-03-09 18:40:00,DO,703,YZF,32N,J,CA,180,0.35140533781944794
2022-03-09 18:25:00,NU,536,UTM,AT7,J,US,48,0.5034140502620063
2022-03-09 17:55:00,LJ,1162,YWG,320,J,CA,186,0.5164432805166771
2022-03-09 18:00:00,NV,1253,YCD,320,J,CA,180,0.5349852950835153
2022-03-09 17:45:00,CN,516,EST,AT4,J,US,46,0.573960886162642
2022-03-09 18:15:00,DO,1002,YYZ,32N,J,CA,180,0.33564982533643917
2022-03-09 18:15:00,SV,1531,CKE,73H,J,US,186,0.46119602733681
2022-03-09 18:55:00,JZ,820,YHM,320,J,CA,174,0.5358057095374773
2022-03-09 18:50:00,LJ,1385,LAS,320,J,US,186,0.5225114953819954
2022-03-09 20:15:00,ML,654,YKF,E70,J,CA,76,0.5189284017281567
2022-03-09 20:35:00,EM,546,GBR,223,J,US,145,0.5374226332080249
2022-03-09 20:10:00,DO,683,DEN,32N,J,US,180,0.29218093686277313
2022-03-09 20:10:00,ZT,571,KEF,7M9,J,IS,178,0.5368457758132025
2022-03-09 19:50:00,LJ,3154,DEN,320,J,US,186,0.5270298366565582
2022-03-09 21:20:00,NI,2312,CLR,DH4,J,US,76,0.5177189076935458
2022-03-09 20:25:00,CL,1496,ICL,7M8,J,US,197,0.5312902029853076
2022-03-09 21:15:00,DO,709,ZSW,CR9,J,CA,90,0.24626218712830075
2022-03-09 20:05:00,DO,907,CKE,32N,J,US,180,0.25765996795629936
2022-03-09 20:40:00,DO,1125,OFF,32N,J,US,180,0.2842851153857971
2022-03-09 20:20:00,FZ,2487,YWQ,73H,J,CA,189,0.5262411518616217
2022-03-09 20:25:00,DO,747,YJO,CR9,J,CA,90,0.25664590165359047
2022-03-09 22:15:00,CN,518,EST,AT7,J,US,72,0.5287725296028281
2022-03-09 23:15:00,CL,2961,YQU,7M8,J,CA,197,0.5261383866791
2022-03-09 23:20:00,DO,751,HFD,32N,J,US,180,0.25752806486367347
2022-03-09 23:20:00,DO,1414,DAB,CR9,J,US,90,0.17190490601699335
2022-03-10 05:50:00,UK,1315,YXX,32A,J,CA,172,0.5557523982157687
2022-03-10 05:20:00,IA,874,DEN,73J,J,US,188,0.5591394729992331
2022-03-10 07:10:00,VW,770,YYZ,32N,J,CA,180,0.5318106727375385
2022-03-10 07:00:00,SV,1743,BWI,73H,J,US,186,0.5170046868534014
2022-03-10 06:20:00,DO,2567,YXU,32N,J,CA,180,0.5870990677188646
2022-03-10 07:15:00,SV,1564,YYJ,73H,J,CA,186,0.37176252594485243
2022-03-10 07:10:00,DO,634,YYJ,321,J,CA,200,0.20012631575983858
2022-03-10 07:05:00,CN,510,EST,AT4,J,US,46,0.5468450202268849
2022-03-10 07:55:00,DO,700,YZF,32N,J,CA,180,0.3548819386853332
2022-03-10 08:45:00,CL,3040,FTL,73H,J,US,189,0.5237614394873946
2022-03-10 08:45:00,DO,1043,ZSW,32N,J,CA,180,0.333572329573515
2022-03-10 08:15:00,DO,1047,YLL,CR9,J,CA,90,0.2841789291867133
2022-03-10 08:45:00,DO,1123,OFF,CR9,J,US,90,0.27094337568451066
2022-03-10 07:40:00,CN,551,CKE,AT7,J,US,68,0.500893243762315
2022-03-10 07:50:00,NU,534,UTM,AT7,J,US,48,0.4799989564347469
2022-03-10 08:40:00,SH,617,BWI,359,J,US,253,0.19717301654642733
2022-03-10 08:35:00,DO,914,KWT,AT7,J,US,70,0.2375502243711613
2022-03-10 08:00:00,DO,1061,LAS,321,J,US,200,0.2951306564564164
2022-03-10 08:35:00,JZ,817,YHM,320,J,CA,174,0.5341705912367416
2022-03-10 08:00:00,SV,1718,YFI,73H,J,CA,186,0.5264661392284966
2022-03-10 08:40:00,LJ,2394,YKA,319,J,CA,156,0.5182976151449505
2022-03-10 08:25:00,ZY,811,YXC,73H,J,CA,186,0.3085452054240503
2022-03-10 09:30:00,DO,644,YXE,CR9,J,CA,90,0.28467302912008485
2022-03-10 09:55:00,KU,922,YZF,32A,J,CA,180,0.5442389184219005
2022-03-10 09:50:00,PW,1083,YLW,223,J,CA,148,0.5948365829257325
2022-03-10 10:25:00,IA,875,DEN,73H,J,US,186,0.5544698220939369
2022-03-10 10:05:00,CL,635,BWI,73H,J,US,189,0.5340201745137847
2022-03-10 10:40:00,DO,679,YQR,32N,J,CA,180,0.33463583518747625
2022-03-10 10:30:00,LW,672,ARB,32Q,C,US,221,0.50633429519694
2022-03-10 11:10:00,CN,525,ONL,AT7,J,US,72,0.5330513535246684
2022-03-10 10:30:00,IR,1123,YFI,320,J,CA,180,0.541790913811341
2022-03-10 10:10:00,DO,754,OBT,CR9,J,US,90,0.27146879355925324
2022-03-10 10:40:00,ZY,2190,YXU,73H,J,CA,186,0.6253117473689975
2022-03-10 12:20:00,DO,973,YYJ,32N,J,CA,180,0.23119665044579674
2022-03-10 11:00:00,ZP,800,KEF,32Q,J,IS,192,0.5388318502235179
2022-03-10 12:30:00,DO,1057,YKA,32N,J,CA,180,0.3400010413657185
2022-03-10 12:25:00,DO,764,AIY,321,J,US,200,0.29402377416767017
2022-03-10 12:00:00,DO,915,KWT,AT7,J,US,70,0.2446456868689581
2022-03-10 12:25:00,DO,803,EWR,333,J,US,266,0.13001117050342714
2022-03-10 12:15:00,DO,985,YXC,CR9,J,CA,90,0.24520934442794376
2022-03-10 12:20:00,DO,811,CPH,359,J,DK,300,0.11971676171059077
2022-03-10 12:05:00,VW,771,YYZ,320,J,CA,180,0.5553164739245737
2022-03-10 13:20:00,DO,682,DEN,32N,J,US,180,0.3377602433954102
2022-03-10 12:40:00,DO,1415,DAB,CR9,J,US,90,0.2709290989730834
2022-03-10 13:30:00,AY,651,YYG,320,J,CA,174,0.5408398015715876
2022-03-10 13:40:00,ZT,568,KEF,7M9,J,IS,178,0.5427430743100494
2022-03-10 13:15:00,LJ,3140,DEN,320,J,US,186,0.5341722675143168
2022-03-10 14:10:00,DO,753,HFD,32N,J,US,180,0.3337128231517731
2022-03-10 13:05:00,GQ,3125,ASE,73H,J,US,189,0.5353654583011944
2022-03-10 14:55:00,DO,1124,OFF,32N,J,US,180,0.3337128231517731
2022-03-10 14:45:00,DO,1040,ZSW,CR9,J,CA,90,0.28488872536658855
2022-03-10 14:15:00,SV,1529,CKE,73H,J,US,186,0.4877490405974918
2022-03-10 14:20:00,UK,776,YVR,32A,J,CA,172,0.5393406370879694
2022-03-10 13:45:00,RS,839,YXC,73H,J,CA,189,0.31587009143068484
2022-03-10 14:00:00,DO,905,CKE,CR9,J,US,90,0.2876603689916516
2022-03-10 15:15:00,DO,668,YYZ,32N,J,CA,180,0.3378718702243478
2022-03-10 15:05:00,VW,772,YYZ,32A,J,CA,180,0.5603088339867764
2022-03-10 14:35:00,PW,1117,YLW,319,J,CA,143,0.5907344599081548
2022-03-10 15:00:00,CN,526,ONL,AT7,J,US,68,0.5380196090331637
2022-03-10 14:50:00,DO,986,YXC,32N,J,CA,180,0.21227157013122983
2022-03-10 16:10:00,TN,553,DOH,788,J,QA,254,0.40519712220428794
2022-03-10 16:25:00,DO,1385,YXX,32N,J,CA,180,0.3347588903344669
2022-03-10 16:55:00,DO,1417,YKF,32N,J,CA,180,0.3354139853177515
2022-03-10 17:10:00,IR,1124,YFI,320,J,CA,180,0.5416296659221269
2022-03-10 17:10:00,CL,3779,YWG,73H,J,CA,189,0.5319933329581362
2022-03-10 17:25:00,SV,1579,YXC,73H,J,CA,186,0.31441063488889986
2022-03-10 17:40:00,SV,1570,YYJ,73H,J,CA,186,0.38615355267348483
2022-03-10 17:40:00,DO,905,CKE,CR9,J,US,90,0.2954029819032131
2022-03-10 16:15:00,DO,989,YXC,321,J,CA,200,0.17916224350693863
2022-03-10 17:05:00,DO,729,LAS,321,J,US,200,0.29382898901907745
2022-03-10 17:15:00,CN,516,EST,AT7,J,US,72,0.5499557047903825
2022-03-10 18:05:00,DO,705,YQQ,32N,J,CA,180,0.3351082527066005
2022-03-10 18:05:00,DO,717,YLL,CR9,J,CA,90,0.28877267256159983
2022-03-10 17:55:00,DO,703,YZF,32N,J,CA,180,0.35396832261204203
2022-03-10 17:15:00,PW,850,YLW,319,J,CA,143,0.5912323906471442
2022-03-10 17:50:00,DO,1045,YVR,32N,J,CA,180,0.33542769139840733
2022-03-10 18:20:00,CN,556,CKE,AT7,J,US,68,0.5426394809368803
2022-03-10 18:40:00,UK,1314,YXX,319,J,CA,131,0.5487427803296748
2022-03-10 18:20:00,DO,699,YCD,32N,J,CA,180,0.3351082527066005
2022-03-10 19:15:00,IA,878,DEN,E90,J,US,100,0.5857748998057454
2022-03-10 18:45:00,DO,976,YYJ,32N,J,CA,180,0.2313391360764789
2022-03-10 19:10:00,DO,990,YXC,32N,J,CA,180,0.20398766368714785
2022-03-10 19:05:00,DO,906,CKE,AT7,J,US,70,0.30713578233515126
2022-03-10 19:35:00,VJ,669,YHZ,319,J,CA,144,0.541173770729307
2022-03-10 20:10:00,EM,546,GBR,223,J,US,145,0.5428145735607699
2022-03-10 19:20:00,DO,683,DEN,32N,J,US,180,0.33823360320555595
2022-03-10 20:30:00,ZT,571,KEF,75W,J,IS,183,0.5414871995499366
2022-03-10 19:45:00,NI,2312,CLR,DH4,J,US,76,0.5263801574715063
2022-03-10 20:20:00,CL,702,DFW,73H,J,US,189,0.5337556194699323
2022-03-10 19:50:00,BJ,3582,ZSW,32A,J,CA,180,0.5405778252767688
2022-03-10 20:05:00,CL,1496,ICL,73H,J,US,189,0.5337556194699323
2022-03-10 20:45:00,DO,907,CKE,32N,J,US,180,0.26726740536410915
2022-03-10 21:25:00,DO,1125,OFF,32N,J,US,180,0.2778672142751737
2022-03-10 21:25:00,DO,1456,AUM,32N,J,US,180,0.2778672142751737
2022-03-10 21:50:00,DO,747,YJO,CR9,J,CA,90,0.24884665962816782
2022-03-10 21:50:00,MD,2574,ZTM,320,J,CA,180,0.5390808352613026
2022-03-10 22:20:00,LJ,1162,YWG,320,J,CA,186,0.5165838059022527
2022-03-10 22:15:00,LW,672,MCE,32Q,C,US,221,0.4441009524269877
2022-03-10 22:35:00,CL,2961,YQU,73H,J,CA,189,0.5293834640744068
2022-03-10 22:50:00,DO,976,YYJ,32N,J,CA,180,0.1389902648864945
2022-03-10 23:00:00,DO,991,YXC,32N,J,CA,180,0.12274419479374046
2022-03-11 05:35:00,MC,751,YXH,319,J,CA,144,0.5588287270439276
2022-03-11 05:35:00,IA,874,DEN,73J,J,US,188,0.5734223380473304
2022-03-11 06:15:00,PW,950,YLW,319,J,CA,143,0.5998686184946764
2022-03-11 07:30:00,SV,1743,BWI,73H,J,US,186,0.536216031148597
2022-03-11 06:15:00,DO,901,CKE,AT7,J,US,70,0.3399796901262659
2022-03-11 07:50:00,ML,653,YKF,E95,J,CA,112,0.5537862510618629
2022-03-11 07:15:00,NV,1256,YCD,320,J,CA,180,0.5438745017958359
2022-03-11 07:35:00,SV,1564,YYJ,73H,J,CA,186,0.4003230109243955
2022-03-11 07:00:00,DO,634,YYJ,321,J,CA,200,0.2060335270910132
2022-03-11 07:05:00,CN,510,EST,AT4,J,US,46,0.5556191441322766
2022-03-11 07:45:00,DO,667,YYZ,32N,J,CA,180,0.34282632172052924
2022-03-11 08:05:00,CL,2961,YQU,73H,J,CA,189,0.5326754842445673
2022-03-11 08:45:00,DO,972,YYJ,32N,J,CA,180,0.22907766691943374
2022-03-11 07:55:00,DO,987,YXC,32N,J,CA,180,0.21429909502404038
2022-03-11 08:45:00,DO,750,YKF,32N,J,CA,180,0.33860256983287745
2022-03-11 08:30:00,DO,1123,OFF,CR9,J,US,90,0.27836730401276827
2022-03-11 08:15:00,CN,551,CKE,AT7,J,US,68,0.5384512602104605
2022-03-11 08:05:00,NU,534,UTM,AT7,J,US,48,0.49893210025248763
2022-03-11 07:35:00,DO,704,YQQ,CR9,J,CA,90,0.29019846667813226
2022-03-11 08:15:00,CN,511,EST,AT7,J,US,72,0.5270944792838077
2022-03-11 07:40:00,DO,1061,LAS,321,J,US,200,0.30121702975302395
2022-03-11 07:45:00,DO,688,YLW,321,J,CA,200,0.3091677949801338
2022-03-11 08:30:00,JZ,817,YHM,320,J,CA,174,0.5452710389914498
2022-03-11 08:30:00,EM,544,GBR,223,J,US,145,0.5471730355878943
2022-03-11 09:05:00,CL,1431,YBR,7M8,J,CA,197,0.5465798748775973
2022-03-11 08:35:00,LJ,2394,YKA,319,J,CA,156,0.5196370349825958
2022-03-11 08:50:00,CL,1497,ICL,7M8,J,US,197,0.5409388372802482
2022-03-11 09:00:00,DO,972,YYJ,32N,J,CA,180,0.23544527956558892
2022-03-11 08:35:00,IK,868,BKL,32B,C,US,212,0.5421631733539662
2022-03-11 10:10:00,LJ,1774,YLW,320,J,CA,186,0.5239276340075611
2022-03-11 09:15:00,KU,922,YZF,223,J,CA,145,0.5560733626739631
2022-03-11 09:10:00,CL,1408,DAN,7M8,J,US,197,0.549591228521339
2022-03-11 10:30:00,PW,1083,YLW,223,J,CA,148,0.5925598635536524
2022-03-11 09:50:00,IA,875,DEN,73H,J,US,186,0.5684088777518186
2022-03-11 10:40:00,ML,654,YKF,E70,J,CA,76,0.537940199870201
2022-03-11 10:20:00,CL,2413,YWP,73H,J,CA,189,0.5445741308158503
2022-03-11 10:20:00,SV,1600,YKA,73H,J,CA,186,0.536851795027309
2022-03-11 10:50:00,IR,1123,YFI,320,J,CA,180,0.5520035334151326
2022-03-11 11:20:00,DO,1051,HDE,CR9,J,US,90,0.27902698082444327
2022-03-11 11:35:00,CL,1849,YXU,73H,J,CA,189,0.6391231304163821
2022-03-11 12:10:00,GQ,1094,CYT,32Q,J,US,190,0.5511746491548722
2022-03-11 11:55:00,CN,552,CKE,AT7,J,US,68,0.5718281082414917
2022-03-11 11:40:00,DO,986,YXC,32N,J,CA,180,0.2151673795805805
2022-03-11 11:55:00,DO,764,AIY,321,J,US,200,0.2993103075485915
2022-03-11 12:55:00,DO,915,KWT,AT7,J,US,70,0.2537621395983084
2022-03-11 12:45:00,IA,876,DEN,73W,J,US,142,0.5753343832034024
2022-03-11 12:30:00,VW,771,YYZ,320,J,CA,180,0.563339029913166
2022-03-11 12:45:00,DO,810,BOW,359,J,US,300,0.11441450623797005
2022-03-11 12:10:00,DO,682,DEN,32N,J,US,180,0.344475379471127
2022-03-11 12:45:00,DO,1415,DAB,CR9,J,US,90,0.2788893749623044
2022-03-11 13:10:00,DO,827,WGO,359,J,US,300,0.11418866466497836
2022-03-11 12:20:00,MC,753,YXH,32N,J,CA,174,0.5477387346954042
2022-03-11 13:10:00,DO,974,YYJ,32N,J,CA,180,0.23606397357761552
2022-03-11 12:25:00,ZT,568,KEF,76W,J,IS,262,0.38997334510528364
2022-03-11 13:40:00,UK,1313,YXX,319,J,CA,131,0.5579891506753141
2022-03-11 14:20:00,DO,753,HFD,32N,J,US,180,0.3398559075958496
2022-03-11 14:00:00,ZL,1743,DFW,321,J,US,200,0.5492343404636656
2022-03-11 13:25:00,DO,1456,AUM,32N,J,US,180,0.3398559075958496
2022-03-11 13:30:00,DO,1040,ZSW,CR9,J,CA,90,0.28984805915976836
2022-03-11 14:15:00,CN,514,EST,AT7,J,US,72,0.5586018541320894
2022-03-11 14:10:00,SV,1529,CKE,73H,J,US,186,0.542410349595315
2022-03-11 14:40:00,FP,550,DXB,77W,J,AE,428,0.392205455134146
2022-03-11 14:35:00,JP,501,YYW,AT7,J,CA,72,0.517285673304393
2022-03-11 15:15:00,FZ,2488,YWQ,73H,J,CA,189,0.5444582567898565
2022-03-11 14:20:00,GQ,3125,ASE,73H,J,US,189,0.5485130158501865
2022-03-11 15:35:00,WT,753,CAI,32N,J,EG,142,0.5530314870876931
2022-03-11 14:40:00,SV,1680,DEN,73H,J,US,186,0.5498992645546271
2022-03-11 15:05:00,PU,858,ASE,738,J,US,189,0.549557814938017
2022-03-11 15:15:00,DO,974,YYJ,32N,J,CA,180,0.23594739677606438
2022-03-11 14:50:00,NU,535,UTM,AT7,J,US,48,0.5293665811951326
2022-03-11 15:50:00,DO,1016,DEN,32N,J,US,180,0.34467030893680456
2022-03-11 15:40:00,ZY,813,YXC,73H,J,CA,186,0.3184722968380833
2022-03-11 15:55:00,DO,814,ORD,333,J,US,262,0.11726572506143722
2022-03-11 15:40:00,SV,1724,YXU,73H,J,CA,186,0.6412905347037148
2022-03-11 17:10:00,CL,566,YPE,73H,J,CA,189,0.5442960989841858
2022-03-11 17:00:00,SV,1530,CKE,73H,J,US,186,0.5438060472308509
2022-03-11 16:30:00,DO,709,ZSW,32N,J,CA,180,0.3393488367136813
2022-03-11 17:35:00,DO,680,YWG,32N,J,CA,180,0.33938323169817863
2022-03-11 16:55:00,DO,919,KWT,CR9,J,US,90,0.25110367650490284
2022-03-11 16:30:00,LJ,884,SCM,319,J,US,156,0.5372395145789539
